평점,리뷰
4.5,"스케일 개지리는 중세미드라 개재밌는데
발암캐 잔뜩 나와서 죽기만을 고사하게 됨
특히 라니스터 가문 싹 다 싫음 그 조프리랑 여왕이랑 인실졷 되기만을 바람
근데 진짜 거의 주인공격인 에다드를 죽여버리네,,,나름 좋아헀는데
일단 시즌1 최애캐: 스타크 가문(아리아랑 롭) 대너리스 얘네 밖에 없음
몰랐는데 롭 배우 보디가드 배우더라 잘생김ㅎㅎ
나머지 다뒤져
특히 그 샘 돼지 아오 진짜 개답답하고 겁 개많은데 여자만 밝힘 그 특유의 핍박받은 음습한 찐따인데 여자 밝혀서 더 기분나빠 속히 베이컨 되길!
그리고 여혐이 ㄹㅇ 심한 수준이 아니고 그냥 보다보면 화도 안 남ㅋㅋㅋㅋㅋ하도 많이 나와서
일단 매.춘부 절대 못 잃음 한 화당 2-3번은 나옴 ㄹㅇ;
그리고 남자 등장인물들 가지각색으로 다양하게 빻았거나 앵간 생겼는데
여성 등장인물들은 다 미소녀>< 나이 든 중년이라도 미소녀><  ㄹㅇ 버거움
특히 대너리스 원작에서 13살이라며ㅋㅋㅋㅋ그런애를 강.간하다시피 하네
그리고 무슨 말하는게ㅋㅋㅋㅋ13살 여자애 보고 가랑이 벌리고 애를 싸지를 거라는둥 ㄹㅇ 개불쾌함
유일한 빛과 소금은 아리아뿐,,,빨리 커서 USA한남들 도륙내주렴"
4.5,"많은분들이 극찬한 드라마이건만, 난 시즌1을 넘지 못했다ㅠㅠ
-
반지의 제왕처럼 좀 더 직관적인 판타지가 나한텐 잘 어울리는 듯^^;"
5.0,스포일러가 있어요!! 보기
5.0,대너리스 서사 너무 맘에 든다
5.0,시즌1만 버티자. 이야기는 쌓이고 재미는 배가될테니.
4.5,2020.12.26
4.5,"수많은 인물을 등장시킴에도 불구하고, 몰입도가 떨어지지 않도록 연출하는 시나리오가 너무 섬세해서 변태같다고 느껴진다
미친드라마임."
5.0,겨울이 오고 있다
4.5,조프리 개미친놈아
5.0,"죠프리 개자식

후 이만한 드라마 비기닝이 어디있나.
시즌8때 욕처먹는걸 많이 봐서 좀 두렵지만 난 시작했다.."
5.0,드라마 진득하게 못보는 내가 이틀만에 8화를 보고있네?
4.5,"사람들이 왕겜 왕겜 하더니 다 이유가 있었다..
무수히 많은 드라마를 봤지만 후유증이 가장 크다
정주행을 이제야 한 내 자신에게 후회중"
4.5,그냥 이 작품을 아직 안본 사람들이 부럽다. 역대 최고의 드라마
3.0,"전설의 시작

시작은 창대하지만 끝은 미약하리라"
3.0,"일단 시즌1은 최고다. 시즌을 거듭할 수록 별로라던데, 기대되네"
5.0,스포일러가 있어요!! 보기
4.0,"미드의 마지막이랄까.
엄청난 대 서사시였다.
2015년 시작해서 끝날때까지 매년 왕좌의 게임만을 기다렸다.
나의 대학생활이었다."
3.0,스포일러가 있어요!! 보기
4.5,군상극이라는 생소한 형식에 익숙해지면 마지막시즌까지 재미있게 감상가능. 시즌1은 인내를 갖고 보기를 권합니당.
3.0,"이제 피자의 도우 끝 몇 입 먹은 기분.
도우는 생각보다 퍽퍽하고 지루한데..
토핑이 소문대로 정말 그렇게 엄청날까?"
4.5,TV시리즈와 HBO시리즈는 격이 다르다는 것을 가장 크게 체감하게 해 준 명작.
5.0,굉장히 잔인하고 굉장히 야하다. 인간이 그렇다.
4.0,용두사미
5.0,단연 최고의 드라마
5.0,소문듣고 봤지만 명성에 비해 그다지 정이 안가는 캐릭터들.
4.5,시즌 7까지만 기억하고 싶은 명작ㅎ
4.5,하면 안 될 짓만 골라서 다 하는 시즌 1
보는 중,분명 숀 빈 아저씨 때문에 보기 시작한 시리즈였는데 말이죠..
5.0,"왜 이걸 이제 봤지...
정치, 사랑, 명예를 기반으로 한 치명적 스토리
매력적인 캐릭터들
절대선도 절대악도 없는 그런 스토리 속에
인간의 욕망을 고스란히 보여주어
몰입하며 보게 되었다"
5.0,"홀리쓋 않이 웨 않봐?
Welcome to the World of Game of Thrones"
5.0,"아껴두고 아껴두다 이제 본다 코로나에 적합하듯
세계관의 테두리, 서막의 시작, 인물들의 성격과 심리 하나하나 세심하다
2020.09.13"
0.5,"칼 드로고와 대너리스 같이 나올때가 제일 좋았음.. 내 해와 별, 내 인생의 달님 🏜"
5.0,흑인이 한명도 없슈~
4.0,"괜히 보기시작했다 내 시간 다 어디갔어..
차곡차곡 쌓아올리는 갈등들
얽혀가는 관계들
각자 무언가를 지키기위한 다양한 방식의 전쟁"
5.0,예상도 못한 결말
5.0,아존나재밌음 하루만에 다봤다 !!!!  칼리시 개멋있어 눈물흘려.!.!!.!!!
5.0,"1화부터 굳이 직접적인 강간! 넘치는 섹스!
1화부터 구려서 고추바사삭 같은 멘탈을 건드리더니 3화 꾸역꾸역 보고 용 알 얻는 것 보고 하차했다
왜 명작인지 모르겠다 포르노적인게 재밌나?"
4.0,나.....미쿡에서 직구한 HBO 왕좌의 게임 머그컵도 샀다...말 다 한거 아님??
4.5,스포일러가 있어요!! 보기
3.5,Winter is coming
4.5,전형적인데 매우 디테일하다. 시체가 움직이고 용이 나오는 판타지인데 역사극을 보는 기분이 든다.
4.0,"역사극의 탈을 쓴 판타지, 판타지의 탈을 쓴 정치극"
2.5,윈터 이즈 커밍. 가장 충격적인 이야기의 시작.
2.5,최고의 시작
4.5,등장인물 얼굴 기억하느라 우왕좌왕 5화를 흘려보내고 6화부터 찐집중
3.0,2020. 6. 27. ~ 2020. 6. 30.
5.0,스타크 가문 평생 사랑해... 흐어어어어어 어어어어어어어어어 안돼애애애애 충격과 공포를 안겨준 시즌1... 롭 스타크 사랑해 으억
5.0,지루행
4.0,누가 누군지
1.5,브랜든이 마지막에 “내가 여기까지 왜 왔겠어?” 이 대사만 안했어도 5점 줬다.
3.5,불로 용을 죽일 순 없지
4.0,스포일러가 있어요!! 보기
4.0,칼드로고가 별다섯개⭐️⭐️⭐️⭐️⭐️
4.5,가문의 전쟁
4.5,개거품ㅗ 무슨 30부작 본줄암
4.0,"""난쟁이들은 아버지 눈에 서자나 마찬가지야""
.
""돈내고 하는건 사냥이 아니야""
.
""죽음은 정말 끝이잖아
하지만 삶은 삶은 가능성으로 가득 차있지""
.
""전쟁을 쉽게 말하면 실제 전쟁이 됩니다""
.
""사랑은 눈으로 들어오죠""
.
""우리외엔 모두가 적이란다""
.
""모든 상처는 교훈이고
모든 교훈은 절 발전시킨대요""
.
""네가 되고자 했던 사람이 될 필요가 잇어""
.
""주로 모르는 일때문에 죽는 법이거든""
.
""내 삶의 달님이여""
.
""내 햇님과 별님이여""
.
""늑대가 사자의 입으로 뛰어드는군""
.
""난 아무 것도 아닌 적이 없어""
.
""내가 죽거든 날 위해 울어 줘""
.
""내 검은 그대의 것이니
이 순간부터 나 죽는 날 까지
승리도 패배도 함께하리라""
===================================
안 죽을 줄 알았던 인물이 죽고
죽을 줄 알았던 인물이 살고
사방에 누가 적이고 누가 편인지 알수없는 관계구도
재밌음
.
."
4.5,"기존의 고정관념과 선입견을 무너뜨리는 대작의 훌륭한 첫단추.

칠왕좌에 오르기까지 난무하게 되는 음모와 배신 등등.

아직 볼게 많이 남아있다는 사실에 대한 행복."
3.5,2020-05-17
5.0,웰메이드
3.5,"처음 입문하는데 있어 이름 외우기 어렵 ㅠㅠ
어쩔 수 없이 인물관계도 본 후 정주행 하는데
후반부가 너무 재밌었음"
3.5,평가 보고 왔습니다. 꼭 보고 싶어요!
4.0,=배경지식
4.0,스포일러가 있어요!! 보기
4.0,충격적으로 재밌었다
5.0,"초반 지루한감이 없잖아 있었지만 횟수를 거듭할수록 왕좌의게임에 빠져들었다. 
시즌1을 보는데 한달이 걸렸지만 시즌1 후반부부터 시즌2를 다보는데 1주채 걸리지않은거보니 내가 여유로워진건가 왕좌에 끌리게된건가"
3.5,you know nothing jon snow
4.5,마키아벨리가 흐뭇해할 각본
5.0,스포일러가 있어요!! 보기
5.0,스포일러가 있어요!! 보기
4.5,"처음부터 충격먹었는데 뒤로 갈수록 더 충격적임
이 드라마 어디까지 가나 보자 .. 마인드로 봤던 .."
4.5,솔직히 시즌1 처음 봤을 때만해도 이게 뭐가 재밌나했다..
4.5,"시즌7,8때문에 4.5를 주게 되었다"
4.0,인생의 미드
5.0,"you know nothing.
호구왕 존 스노우는 정말 아무것도 모른다."
3.5,스포일러가 있어요!! 보기
3.0,멋지고 재미있슴
4.5,비록 용두사미로 끝냈을지라도 1편만큼은 레전드의 시작
보고싶어요,딱시즌7까지
4.5,시즌8을 기억에서 지우고 싶다
3.5,"기대만큼은 아닌데
일단 계속 보긴 본다."
3.5,"아직 보지 못했다면 명심해야 할 것이
1. daenrys가 최악의 인물이다 시즌 8만이 아니라 왕좌의 게임을 모두 합쳐서
2. stark 가문은 무식하다 절대로 잊지마라
3. 좋아할거면 john snow나 tyrion 같은 인물들을 좋아해라"
2.5,그 인물의 삶이 끝날 때 지금까지 볼 수 없었던 대하 드라마의 시작을 알렸다.
보고싶어요,이거 막 토나올 정도로 잔인하나요ㅠㅠ 다들 너무 재밌다고 해서 정주행 하고 싶은데
4.0,"입시끝나고 성인된 기념으로 합법적으로 본 첫 청불물
이때 나의 눈 크기를 3가지로 분류 할 수 있다
1.보통때는 중간
2.잔인할땐 완전 감기
3.야할땐 크게
시즌1이 제일 명작이다. 자극적이고 폭력적이고 선정적이고 두근거리고 흥분되고 크 1월1일되면 술집가지말고 1화부터 멈추지 말고 정주해하삼 그 순간 드라마가 아닌 한편의 영화가 될테니"
5.0,내가 이해를 못하는 건가 왜 다 큰 애를 품에 끼고 계속 모유를 먹이는 거임ㅡㅡ;;
4.5,시즌1은 완벽했다
3.5,"Not a big fan.
보다보다 지쳐서 시즌4까지만 정주행하고 마지막 시즌으로 바로 넘어감"
1.0,아 나 이거 언제 보냐
5.0,훌륭한 출발
4.0,5화까지 꾹 참고 보면 그 이후로 펼쳐지는 신세계
5.0,조프리 개새
5.0,스포일러가 있어요!! 보기
4.5,7회까지 보고 하차합니다
3.5,반지의 제왕 이후 전쟁은 허접할 것 같았다
5.0,재미있어요.
5.0,미쳤나봐...
5.0,스포일러가 있어요!! 보기
3.5,으아 으마으마해
2.5,물려들어가는 전개와 정의와 신념 그리고 정치 드라마
5.0,스포일러가 있어요!! 보기
5.0,넘 야해....
5.0,"이런걸 원했어,"
4.0,초반에 지루한거만 빼면 진짜 재밋음 ㅠㅠ !
4.5,오리지널 각본으로 가면서 망가진....
4.5,“Not Today”
5.0,감동...
3.0,프리즌브레이크 시즌1을 봤을 때의 느낌
5.0,나 빼고 다 주금
5.0,존잼
5.0,씨를 남기기 위한 그들의 ㅈ빠지는 노력
3.5,이 드라마 하나로 내 방학은 사라졌다
5.0,난 잘 모르겠어..... 그냥 그래..
4.5,전설의 시작
5.0,"진짜 존잼존잼존잼
수능 끝난 나에게 할 일을 만들어준 드라마"
5.0,최근 드라마를 보면서 이렇게까지 빠져들지 못했는데 <왕좌의 게임> 덕분에 무기력증이 나았다. 식상하지만 그야말로 눈을 뗄 수 없는 드라마! 하필 아침을 먹으면서 첫화를 보는 바람에 밥맛 떨어지는 드라마라 생각해  <왕좌의 게임>을  나중에야 본 게 아쉽다.
3.5,너무 잔인해서 집중할 수가 없다. 다들 하도 재밌다고 하니 일단은 참고 정주행.
5.0,당모왕
5.0,시즌 1 최고였음
5.0,"반지의 제왕에 길들여진 생각을 깨부수는, 충격적 전개. 완벽에 가까운 미장센."
5.0,명불허전
2.5,역사가 판타지가 되어 다가오는 순간.
5.0,역사의 시작
4.0,굳.최고
5.0,완벽
4.5,"이걸 왜 이제서야 봤지??
winter is coming.
-
19.09.18"
5.0,나진짜 판타지랑 안맞는듯
4.5,이.. 이렇게 죽는다고?..
4.5,지루한 초반 에피소드들을 무사히 참아내면 마지막 에피소드에서 전율할 수 있음.
5.0,"주변에서 보라고 할때 볼껄.
너무 늦게 빠져버렸다."
5.0,오프닝 브금이 사람을 이렇게 설레게 할 줄이야. 한 화 한 화가 기대되었던 작품..ㅎ
5.0,겨울이 와버렸으
5.0,입문하면 빠져나올수가  없다해서 손을 못대고있는
5.0,"다음 에피소드 기다려가며 열심히 본 작품.. 내 젊은날을 함께했고, 항상 대화 주제가 되었었죠..그치만 ..8시즌은 하아...."
5.0,Not today...
4.0,재밌다. 중세판타지 보는 맛이 이런거구나
5.0,시즌1을 처음 봤을 때 이보다 더 쩌는 드라마는 없을거라고 확신했었는데
5.0,Winter is coming
5.0,"오늘 찾아온 죽음도 내일로 유보하고 지키고자 하는 권력과 명예, 그리고 사랑."
4.5,눈을 뗄 수가 없다.
4.0,이런 막장같으니.
4.5,"???? 저의 주말이 어디갔죠??????
잔인하다길래 겁나서 이제까지 못봤는데 이제라도 알게 되어 다행이군!!!!!! 버릴 캐릭터 하나 없는 꿀잼 미드👏👏👏 이제 영어공부하자 ^^"
4.5,잠을 자고싶은자 시작하지말라
3.5,넌 시즌 8만 빼고 다 5점줄게 판타지는.이래야 한다
4.5,"얼음과 불의 노래의 캐릭터와 세계관의 호흡을 느낄 수 있는 유일한 시즌. 이후 시즌부터의 전개는 어설픈 짜맞추기로 스토리를 따라간다는 수준에 지나지 않으며, 몇몇 인상깊은 사건들의 유무에 의해 시즌의 존재 의의가 좌우된다."
4.5,모야..재미 없는데? 하고 다음 에피를 못 끄겠다고!!!!! 미쳣다 핵잼!!!!!
5.0,진격의 산사 시즌1
4.0,시간내서 봐줄만 하네!
4.0,숀빈 알러트
5.0,"역대급 드라마
보는 순간 시간 순삭"
3.5,"긴 이야기의 시작,
탄탄한 기반 다지기."
5.0,말이 필요 한가.
4.5,스포일러가 있어요!! 보기
5.0,"왕관, 결코 모자가 아니었음을"
5.0,대서막의 시작
5.0,진부하지만 Winter Is Coming을 이길 명대사는 없다
5.0,"중학교때 부터 완전히 내 흥미를 사로잡은 인생 드라마. 공부해야 할 시간에 봐서 그런지 더 재밌었다.
에밀리아 프린트 티셔츠는 세상에 나밖에 없을 걸."
4.0,조프리 죽여버리고싶다
4.0,처음 왕좌의 게임을 접한 나의 별점
4.5,시즌 1은 정말 충격적. 마무리도 다른 의미로 충격.. 아니 이걸 이렇게..
3.5,통수에 통수. 정치질이 뭔지 알게된 드라마.  그렇게 덕질은 시작됐다
4.5,협박을해서라도 사람들을 보게해야한다
5.0,"명예롭게 사는 법
명예롭게 죽는 법"
4.0,전설의 시작
4.0,재밌는 판타지. 웹툰에 비유하면 신의탑이랑 느낌이 비슷하다. 7왕국의 왕좌를 놓고 벌이는 왕위 쟁탈전. 에다드는 조프리가  결국 죽였고 첫째아들인 롭은 조프리를 죽이기 위해 킹스랜딩으로 진군한다. 그 와중에 대너리스 타가리옌은 용 3마리와 함께 용의 핏줄임을 증명했고 북방 장벽에선 백귀등 여러 문제가 생긴다. 꿀잼.
3.5,그놈의 핏줄 시즌1
3.0,제발 죽지마...
3.5,마지막을 보지 않았더라면
4.0,시작점이라 아직은 밑그림 느낌
5.0,"왜 이제서야 봤는지 후회가 된다
시즌1 마지막 화의 엔딩은 예상을 했던 것의 일부임에도 불구하고 내가 지금껏 봐왔던 모든 드라마를 통틀어 최고의 엔딩이다"
5.0,"왜 왕겜, 왕겜했는지 알겠다. 근데 이 드라마 여권 도대체 무슨 일이야."
4.5,"아직 스포 하나도 모르고 후기 : 아리아나 대너리스가 왕됐으면 좋겠다!! 잘 죽는다니까 조프리 담시즌에 바로 죽었으면ㅎ
긍데 너무 잔인하고 쓸데없이 폭력적이게 선정적이다 너무너무 ㅠ 여성 다루는게 뭐같다 싶으면 아리아나 대너리스보면 또 아니고.. ㅠ"
4.0,사람들이 몸부림칠 모든 자극을 영상미로 포장한 드라마
5.0,뒤늦게 보기 시작했는데 재밌네요
4.0,대작이다!(아직까진)
4.0,👍🏻피터 딘클리지
5.0,대장정을 시작하는 위대한 빌드업
4.0,아직 까진 그냥 재밌음
5.0,및친
4.0,시대극에서 환타지로 자연스러운 변속
4.0,아직은 보류
4.5,"한 화 한 화, 한 시간 한 시간이 꽉꽉차있다. 대단하다는 말밖에 안나온다."
5.0,"19.06.01
왓챠플레이와 함께
다시 정주행 시작,ㅋㅋ
 
브렌과 아리아 너무 귀엽자나!"
3.5,"극중에 벌어지는 선행 악행 모두 공감되는 마법같은 시나리오...
단 조프리 놈 빼고 -_-"
5.0,한 눈 팔 수 없는 강렬함 그 자체.
5.0,남들보다 뒤늦게 입문. 등장인물이 너무 많아서 관계를 이해하는데 꾀나 오랜시간이 걸렸지만 그래도 굉장히 몰입해서 봤다.
4.0,5.11
3.5,서론은 이제 끝이겠지? 계절이 다양하니 더 이해하기 쉽고 스팩타클하구만.
3.5,1화는 아주 불편했지만 10화에서 탄성이 나왔다
4.0,완벽했던 한 시즌
5.0,정치외교판타지.
4.0,충격과 파격의 연속인 대서사시
4.5,안자고 한번에 몰아봤는데 재밌네용
2.5,초반 역시 난 정치극 역사극은 맞지않아.. 가 후반에서 경기도 오산으로♥️
4.5,행복한 관람이었다
3.5,이땐 정말 좋았더
4.0,전설의 시작
5.0,Winter is coming
4.0,"비위가 약하면 비추.
 만인의 만인의 적인 것도 싫으면 비추."
4.5,"하.. 정주행 세번짼데도 어쩜 볼때마다 열받니 ㅎㅎ 하 작가 진짜 인정,,"
5.0,갑분좀... 아리아에게 왜 나라가 없나요? 남편말고 나라를 주세요.
1.5,"매화마다 스케일에 감탄
제대로 된 세트랑 배경 / 시대극치고 심플한 옷도 좋고
스토리가 간단허니 금방금방 진행되는 것도 좋음 깔끔함
인기가 많을 수 밖에 없는 시리즈ㅋㅋ"
5.0,잔인하다. 선정적이다. 스케일이 남다르다. 세계관이 거대하다. 반전의 반전.
4.0,킹좌의 갓겜
4.0,전설의시작
4.0,"흠 별로 내 취향 아닌데,,어라 벌써 시즌2네"
4.0,"이게.. 처음부터 내 최애가 죽으니까..
시즌1까진 끝내겠디만...
시즌2 시작을 못하겠어...
이번엔 할 수 있을가 ㅠㅠ?
-
05.2019"
5.0,한 에피당 한 시간... 10분짜리 유튜브 영상에 중독된 나에게 영원 같은 긴 시간... 아직까지는 뭐가 그리 재밌는지 캐치 못했는데 7왕국이라는 넓은 세계관 하나만큼은 대단하다 싶다 ...
3.0,"시즌1부터 마지막까지 유일하게 루즈하지않고 끝까지 재밌었던 작품
네트스타크를 연기한 숀빈에게 박수"
3.0,굉장히 재밌고 흥미진진하나 예고편에 가까운 느낌
보고싶어요,왜 왕좌의게임왕좌의게임 하는지 알겠네
4.5,전설의 시작
4.0,"숀빈! 반지의 제왕 후로 쭉 당신을 미워해왔어.
그치만 이젠아냐."
5.0,"근친상간 아동살해 매춘 강간 등을 참고 버티고 나면 잔혹하고도 재밌는 세계가 열림. 
그러나 정주면 떠나가는 캐릭터들..."
5.0,갈수록 전형화되는 미국드라마의 전형...
3.0,"1. 등장인물 이름이 너무 어려움.
2. 그렇게까지 재밌는지는 모르겠다."
5.0,빨리 봅시다
5.0,스포일러가 있어요!! 보기
4.5,기가막힌다. 핸드폰 할 수 있는 시간에는 이거만 본 듯
5.0,특정 캐릭터에 정 주면서 보면 안되는 작품
5.0,"지금 왕좌의 게임은 때깔나게 잘 만든 드라마지만 이시절 왕좌의 게임은 이 세상 드라마가 아니었다.
ㅡ
정주행 중인데 하루만에 열편을 다 보면서 참 이 많은 인물들에 대한 밑밥을 잘 깔아놓았구나 싶었다. 이때부터 나는 산사를 가여워했고 아리아를 응원했으며 대너리스의 근자감을 한심하게 여기는만큼 사랑했다. 지금도 마찬가지다!"
2.0,숀 빈은 출연 자체가 스포 아니냐고...흑흑
5.0,영화가 아닌가?
4.5,"시즌1은 명작이였다
시즌8은 쓰레기"
4.5,시즌8빨리나와랑
3.0,"판타지래서 봤는데 극한의 정치 드라마
근데 그런거 어찌되던 상관 없을 정도로 재밌다"
4.0,살다살다 다음시즌이 궁금해 원작을 읽게 되는 날도 오는구나. 드라마도 드라마지만 텍스트가 워낙 훌륭하더라. 모든 캐릭터와 설정이 스크린에 담겼으면 나는 아마 일상생활이 불가능할 정도로 빠져있었겠지!
5.0,에피4보는중
4.5,"맥거핀의 활용과 시점 통제에 매우 능하다.
관객이 기대하지 않은 것을 기대 못한 방식으로 던져주는데도 불만없이 볼 수 있다.

비트 하나 버릴 게 없는 우주명작."
5.0,전설의 시작
3.5,"지금까지 이러한 밀당은 없었다
이것은 드라마인가, 영화인가?
이것은 판타지인가, 정치 스릴러인가?"
5.0,ㅣ역사의  시작
5.0,남들이 전부 재미있게 보던 반지의 제왕을 보다보다 끝내 보지 못한 본인은 왕좌의 게임을 보고 깨달았다. 나는 판타지를 안 좋아하는 구나!
5.0,방대한스케일의 이야기를 풀어야하는 처음시즌의 지루함. 이 모든걸 날려버린 탈리시의 탄생.
4.0,스토리 연출 음향 모든 것이 완벽하다.
3.5,스타크가의 행복했던 한때 ...
4.0,"이제까지 앞으로도 인생 드라마 , 이름까지 복선인 미친 드라마. 살면서는 꼭 봐야한다"
5.0,"대어를 낚기위해 떡밥을 뿌리는 시즌1
서서히 이야기가 진행되고 다음 시즌이 기대된다"
4.0,"시즌1을 봤을 때의 충격이란....
너무 재밌게보다가 군대에 가지만 않았어도
아마 시즌6을 보고있겠지 ㅎㅎ"
3.0,Not to day   와 멋쳤다...
5.0,스포일러가 있어요!! 보기
5.0,"Not Today
Winter is comming"
4.0,한국형 해피엔딩 드라마에 길들여진 나에게 신선한 충격의 결말
5.0,몰아서 보길 잘했다
5.0,응 꿀잼의시작이야
4.5,"What is power
and how to survive
                    or die"
4.0,리틀핑거 러브
5.0,인생에서 단 하나의 드라마만 볼 수 있다면 아묻따 ‘겜옵쓰론’ 아니겠습니까!
5.0,"잠이 오지 않아 
왓챠에서 뭐라도 볼까하다 
드라마 하나를 골랐다.
미치겠다.
그것이 왕좌의 게임이었다.
잠을 자고 싶다."
5.0,시즌1을 견뎌라..인생 최고의 드라마가 펼쳐진다
4.0,스포일러가 있어요!! 보기
4.5,"몇년이 지난 지금도,, 윈터이즈커밍..."
5.0,"2019.01월
이걸 왜 이제봤나싶음
빨리볼걸♡"
5.0,초반엔 캐릭터들의 이름과 가문에 허덕이다 뒤로 갈수록 점점 빠져들게 된다
5.0,최애가 될뻔한 캐릭터가 일화만에죽었다...ㅜ그래도 세계관 너무 흥미롭고 재밌다.
5.0,"처음에 1화 보고 심신이 충격을 받고 
네모네모스폰지밥을 보면서 마음을 정화했었는데
다음날 나도 모르게 2화를 플레이하는 걸 
보면서 내안의 색다른 즐거움이 뿜뿜 터져나오는걸
느낌..
칠왕국의 세계를 멋모르고 건들여버림
손모가지 끊어내지 않는 이상은 못 끊을듯"
5.0,최고야 왜안봐?
5.0,8년 전에 봤던 걸 다시 보니 감회가 새롭네... 내 취향은 오히려 웨스트월드 쪽.
4.5,반지의 제왕에 대한 안티테제
5.0,탄탄한 구성력에 다채로운 인물들 다 좋은데..주인공이 이렇게 팍팍 죽어나가는 것도 흔치 않은 듯. 대너리스 여왕님 쵝오다ㅠㅠㅠ
보는 중,왕좌의 게임을 보지않고 미드를 논하지 말라.
5.0,내가 살면서 본 모든 것 중에서 가장 재미있다.
5.0,계속되었으면..
5.0,"미쳤다 ㅋㅋㅋㅋㅋㅋㅋㅋ
와 진짜 미쳤다 이건...
한 신 한 신을 볼 때마다 전율이 돋는 이 미친 작품
ㅋㅋㅋㅋㅋㅋ 와... 경배하나이다 🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️🙇🏻‍♀️"
3.5,뒤로 갈수록 힘이 떨어지는 여타 다른 미드와는 비교조차 실례인 대작
5.0,한 치 앞을 알 수 없는 전설의 시작.
5.0,완벽그자체 드라마
5.0,"에피7,, 시작인데 아직도 흥미를 못느낀다"
5.0,"다시 정주행중.. 
마지막화 대너리스의 엔딩은 역시 멋지다"
5.0,주인공이 누군지 궁금해서 2편이 기다려짐..
5.0,미칠듯한 몰입감
4.5,winter is coming...
2.0,역사적인 드라마다
3.5,왕좌겜은 정말 사랑임
4.5,"드내리스 너무 예뻐..
제이슨 모모아 너무 멋있어..."
5.0,캐릭터들이 다 개성이 있어서 재밌어요 ㅎㅎ 넘 잔인하고 야한장면이 많아서 놀랬다는 ㅋ
4.0,ㅇㅇ
5.0,"thrones, beyond The entry Wall
너무 오랜만에 마주한 가슴뛰는 판타지!"
5.0,시트콤까지 역할에 감정이입하는 나로서는 너무나 힘든 드라마
4.5,절대 좋은 평점을 줄 수가 없다 이유는 에다드 스타크가 죽기 때문에
4.0,시즌1은 조금 지루하게 느꺼질 수도...
5.0,조프리 이놈
5.0,네이버에 앙톡미유 쳐보세요
4.0,2018.12.25 Anfang
5.0,전설의 시작
5.0,처음엔 무난했지만 후반갈수록 흥미진진해지더니 최고로 절정에 이르면서 끝나버린다. 다음시즌도 계속 볼수 밖에 없다
4.5,첫화부터 이미 충격적인 임팩트... 왜 다들 왕좌의게임 하는지 알겠다
4.5,"아니 작가양반... 내가 정줄라 하면 죽고 잘 살았으면 싶으면 죽이고, 너무 한거 아님니까... 다 죽여요 왜..."
5.0,전설의 시작을 마주했다
3.5,시즌7까지 보고 다시 시즌1부터 보는데 또 새롭다는 생각이 드네요 내용을 알면알수록 더 재밌는거 같아요. 이큰세상이 하나하나 다 연결되너있는게 너무 놀라워요
5.0,시즌 몇까지 봤더라..
5.0,"야하고 잔인한데 재밌다.
더 말이 필요한가?"
5.0,에밀리아 클락 ㅠㅠㅠㅠ
5.0,즐겁다
5.0,"내게
이게 드라마라고? 
라는 감탄사를 만들어준 첫번째 시리즈"
5.0,"늦게 봐서 다행이다. 
몰아볼 수 있는 행복감"
5.0,갈수록 스토리가 어려워짐 ㅠ
5.0,왕좌의 게임 시즌1은 그냥 최고!
보고싶어요,"""나의 포효를 들으라"" 전세계를 세븐킹덤속에 빠뜨린 전설의 시작"
4.0,너무 강렬해서 온 몸에 소름이 뒤덮인 엔딩
5.0,"시험기간에 엄청난 대작을 알게되다니 큰일났군!
winter is coming."
5.0,도저히 예상을 할 수 없다.
4.5,정치질을 보고 싶으면 보라고 해서 봤는데 봤다
0.5,Not Today.
3.0,역대급 미드.
5.0,"화면 완성도, 스토리의 힘, 상상이상의 반전 재밌어요"
5.0,뭐야 언제 재밌어지는 거야... 그러다 시즌 1이 끝나고 자연스레 시즌2로... 재미있는 건가? 하면서 재밌었나봐..
4.5,넘재밌어오 정주행할구에요
5.0,현재로썬 첫 미드이자 마지막 미드인 왕좌의게임 시리즈... 너무너무너무 재미있게 봤다. 시즌 7까지 일주일 조금 더 걸려서 봤으니... 시즌 8 내주세요..
4.0,처음엔 보기 너무 불편했는데 어느 순간부터 스토리에 몰입한 나를 발견.
4.0,"나 이거 아직 안봤지롱ㅋㅋ
부럽지?"
5.0,계속 보면 재미있을 게 느껴지는데 사극톤과 우울한 분위기가 개인적으로 너무 안 맞는다 진짜 시즌1.. 버티면서 봤다
4.5,열번볼꺼야
4.5,스포일러가 있어요!! 보기
5.0,누...누가 주인공이냐??
4.0,죽어나간다
4.0,자극적
4.5,Winter is coming 전설의 시작...
3.0,최고예요!
4.5,불후의 명작
4.0,"누군가는 선정적이고 폭력적인 중세 판타지의 묘사에
지엄한 현대적 PC함의 잣대를 들이밀 것이다.
하지만 이 안에는 잔혹한 현실을 딛고
일어서려는 다양한 사람들이 있다.
난쟁이, 여자, 서자, 뚱보.
이제 세상은 바뀌려한다. 모두에게 전해라.
겨울이 오고 있다고."
4.0,이미 왕겜 고인물이 되어버린 나는 객관성을 잃었다 내가 판타지를 일케 좋아하는 지 몰랐네
5.0,너무 쉽게 하고 쉽게 죽고...
4.5,7시즌을위해 달려야한다
4.0,일주일만에 전시즌 돌파..
4.5,"어쩜 에피소드마다 이렇게 절묘하게 끊는지ㅋㅋㅋㅋ
다음화를 안볼래야 안볼수가 없음"
